symbol,horizon,model,control_seed,bottom_decile_short_bps,coverage,day,decile_bins,excluded_crossing_common,latency,ordered_deciles,prediction_rows,rows,selected_rows,sign_selected_bps,threshold_bps,top_decile_long_bps
PZU,50,xgboost,,-4.954996179837108,0.12026335233270002,2017-12-27,10,462,5,0.0,76254,75792,9115,-5.072129019876545,1.0,-6.20467420511039
PZU,50,xgboost,,-5.272165997701504,0.1261214779144094,2017-12-28,10,5,5,0.0,34892,34887,4400,-4.775012211182495,1.0,-5.621583091575553
PZU,50,xgboost,,-5.518850984206928,0.0938772293871976,2017-12-29,10,5,5,0.0,38076,38071,3574,-5.661106077067083,1.0,-6.9649294771223955
KGHM,20,xgboost,7.0,-10.395400271647318,0.0,all,10,15,0,0.0,87153,87138,0,,1.0,-10.644999276995444
KGHM,20,xgboost,7.0,-8.532677608052483,0.0,2017-12-27,10,5,0,0.0,22384,22379,0,,1.0,-6.159190643373366
KGHM,20,xgboost,7.0,-9.661421012579924,0.0,2017-12-28,10,5,0,0.0,35080,35075,0,,1.0,-10.106785435479354
KGHM,20,xgboost,7.0,-11.692032403116805,0.0,2017-12-29,10,5,0,0.0,29689,29684,0,,1.0,-15.783228486834416
KGHM,20,xgboost,7.0,-10.401024362973768,0.0,all,10,15,1,0.0,87153,87138,0,,1.0,-10.63872991334986
KGHM,20,xgboost,7.0,-8.535013996218078,0.0,2017-12-27,10,5,1,0.0,22384,22379,0,,1.0,-6.203004932439912
KGHM,20,xgboost,7.0,-9.673603947687516,0.0,2017-12-28,10,5,1,0.0,35080,35075,0,,1.0,-10.147687603000398
KGHM,20,xgboost,7.0,-11.695177020920328,0.0,2017-12-29,10,5,1,0.0,29689,29684,0,,1.0,-15.52734235453808
KGHM,20,xgboost,7.0,-10.322554430475277,0.0,all,10,15,5,0.0,87153,87138,0,,1.0,-10.622722649919842
KGHM,20,xgboost,7.0,-8.435260104432656,0.0,2017-12-27,10,5,5,0.0,22384,22379,0,,1.0,-6.4006722701503715
KGHM,20,xgboost,7.0,-9.599034883557934,0.0,2017-12-28,10,5,5,0.0,35080,35075,0,,1.0,-10.191275717852163
KGHM,20,xgboost,7.0,-11.624063514720982,0.0,2017-12-29,10,5,5,0.0,29689,29684,0,,1.0,-15.107980941050094
PEKAO,20,xgboost,7.0,-7.907898223830933,0.0,all,10,15,0,0.0,42950,42935,0,,1.0,-9.74497560537083
PEKAO,20,xgboost,7.0,-6.269394664281835,0.0,2017-12-27,10,5,0,0.0,13592,13587,0,,1.0,-11.498668730558851
PEKAO,20,xgboost,7.0,-8.917057264071387,0.0,2017-12-28,10,5,0,0.0,16326,16321,0,,1.0,-7.653778370571031
PEKAO,20,xgboost,7.0,-9.88742320504319,0.0,2017-12-29,10,5,0,0.0,13032,13027,0,,1.0,-12.81468653799879
PEKAO,20,xgboost,7.0,-7.974840070873533,0.0,all,10,15,1,0.0,42950,42935,0,,1.0,-9.714228050861074
PEKAO,20,xgboost,7.0,-6.326510495919433,0.0,2017-12-27,10,5,1,0.0,13592,13587,0,,1.0,-11.408619951486653
PEKAO,20,xgboost,7.0,-9.027506770411714,0.0,2017-12-28,10,5,1,0.0,16326,16321,0,,1.0,-7.639399403141717
PEKAO,20,xgboost,7.0,-9.93205694428403,0.0,2017-12-29,10,5,1,0.0,13032,13027,0,,1.0,-12.779433219284272
PEKAO,20,xgboost,7.0,-7.964345205446236,0.0,all,10,15,5,0.0,42950,42935,0,,1.0,-9.632101701097065
PEKAO,20,xgboost,7.0,-6.301734824995027,0.0,2017-12-27,10,5,5,0.0,13592,13587,0,,1.0,-11.3323438376268
PEKAO,20,xgboost,7.0,-8.962879420779995,0.0,2017-12-28,10,5,5,0.0,16326,16321,0,,1.0,-7.6409969771351225
PEKAO,20,xgboost,7.0,-9.996238361652225,0.0,2017-12-29,10,5,5,0.0,13032,13027,0,,1.0,-12.541825414219868
PKNORLEN,20,xgboost,7.0,-17.38456132630874,0.0,all,10,15,0,0.0,98120,98105,0,,1.0,-10.962625463814673
PKNORLEN,20,xgboost,7.0,-16.5976311911801,0.0,2017-12-27,10,5,0,0.0,29545,29540,0,,1.0,-9.379039695479404
PKNORLEN,20,xgboost,7.0,-15.269504371905354,0.0,2017-12-28,10,5,0,0.0,27573,27568,0,,1.0,-10.209600223612254
PKNORLEN,20,xgboost,7.0,-19.653968210402475,0.0,2017-12-29,10,5,0,0.0,41002,40997,0,,1.0,-12.12253528002888
PKNORLEN,20,xgboost,7.0,-17.33522591331922,0.0,all,10,15,1,0.0,98120,98105,0,,1.0,-11.107622970184995
PKNORLEN,20,xgboost,7.0,-16.533331915706864,0.0,2017-12-27,10,5,1,0.0,29545,29540,0,,1.0,-9.554232816277478
PKNORLEN,20,xgboost,7.0,-15.275189554241305,0.0,2017-12-28,10,5,1,0.0,27573,27568,0,,1.0,-10.349176691284713
PKNORLEN,20,xgboost,7.0,-19.56846858254552,0.0,2017-12-29,10,5,1,0.0,41002,40997,0,,1.0,-12.253682531534379
PKNORLEN,20,xgboost,7.0,-17.237918875679973,0.0,all,10,15,5,0.0,98120,98105,0,,1.0,-11.372074540089825
PKNORLEN,20,xgboost,7.0,-16.321373755498445,0.0,2017-12-27,10,5,5,0.0,29545,29540,0,,1.0,-9.91765930278088
PKNORLEN,20,xgboost,7.0,-15.209711644107237,0.0,2017-12-28,10,5,5,0.0,27573,27568,0,,1.0,-10.448055110411751
PKNORLEN,20,xgboost,7.0,-19.51865543550595,0.0,2017-12-29,10,5,5,0.0,41002,40997,0,,1.0,-12.534509571610318
PKOBP,20,xgboost,7.0,-6.78892642181927,0.0,all,10,15,0,0.0,102497,102482,0,,1.0,-4.965427806975393
PKOBP,20,xgboost,7.0,-4.259295109178191,0.0,2017-12-27,10,5,0,0.0,22618,22613,0,,1.0,-4.698754830148364
PKOBP,20,xgboost,7.0,-6.978928753007118,0.0,2017-12-28,10,5,0,0.0,37713,37708,0,,1.0,-5.030754532474835
PKOBP,20,xgboost,7.0,-7.033072026141808,0.0,2017-12-29,10,5,0,0.0,42166,42161,0,,1.0,-5.2934571480985015
PKOBP,20,xgboost,7.0,-6.823549038219031,0.0,all,10,15,1,0.0,102497,102482,0,,1.0,-4.988328964951572
PKOBP,20,xgboost,7.0,-4.335708938801825,0.0,2017-12-27,10,5,1,0.0,22618,22613,0,,1.0,-4.713972545299302
PKOBP,20,xgboost,7.0,-6.995479147123699,0.0,2017-12-28,10,5,1,0.0,37713,37708,0,,1.0,-5.029925976779329
PKOBP,20,xgboost,7.0,-7.072252312750344,0.0,2017-12-29,10,5,1,0.0,42166,42161,0,,1.0,-5.352026283725887
PKOBP,20,xgboost,7.0,-6.912029116322053,0.0,all,10,15,5,0.0,102497,102482,0,,1.0,-5.041651597502716
PKOBP,20,xgboost,7.0,-4.335706290956139,0.0,2017-12-27,10,5,5,0.0,22618,22613,0,,1.0,-4.786458940714648
PKOBP,20,xgboost,7.0,-7.0858873826160185,0.0,2017-12-28,10,5,5,0.0,37713,37708,0,,1.0,-5.07220252049994
PKOBP,20,xgboost,7.0,-7.17198641880898,0.0,2017-12-29,10,5,5,0.0,42166,42161,0,,1.0,-5.388277475407323
PZU,20,xgboost,7.0,-11.867700486905212,0.0,all,10,627,0,0.0,152587,151960,0,,1.0,-4.2416506798653515
PZU,20,xgboost,7.0,-11.935595946476033,0.0,2017-12-27,10,617,0,0.0,79559,78942,0,,1.0,-4.374665817589965
PZU,20,xgboost,7.0,-12.930867062487176,0.0,2017-12-28,10,5,0,0.0,34922,34917,0,,1.0,-4.020278821323873
PZU,20,xgboost,7.0,-11.316005677982318,0.0,2017-12-29,10,5,0,0.0,38106,38101,0,,1.0,-4.2038064625442635
PZU,20,xgboost,7.0,-11.807567435546193,0.0,all,10,627,1,0.0,152587,151960,0,,1.0,-4.379150983369058
PZU,20,xgboost,7.0,-11.850916309154082,0.0,2017-12-27,10,617,1,0.0,79559,78942,0,,1.0,-4.5103587381902095
PZU,20,xgboost,7.0,-12.821666146654506,0.0,2017-12-28,10,5,1,0.0,34922,34917,0,,1.0,-4.169474739272864
PZU,20,xgboost,7.0,-11.306685482866127,0.0,2017-12-29,10,5,1,0.0,38106,38101,0,,1.0,-4.3298637786478995
PZU,20,xgboost,7.0,-11.622161347233778,0.0,all,10,627,5,0.0,152587,151960,0,,1.0,-4.697285304305161
PZU,20,xgboost,7.0,-11.646074137061849,0.0,2017-12-27,10,617,5,0.0,79559,78942,0,,1.0,-4.840894366350692
PZU,20,xgboost,7.0,-12.546892117869529,0.0,2017-12-28,10,5,5,0.0,34922,34917,0,,1.0,-4.509532641034819
PZU,20,xgboost,7.0,-11.183907452141662,0.0,2017-12-29,10,5,5,0.0,38106,38101,0,,1.0,-4.585889029397407
