daily_ic,daily_ic_available_case,days_defined,days_expected,feature_group,first_test_day,horizon,ic,kind,last_train_day,mean_day_prediction_label_ic,model,origin,original_prediction_sha256,period,prediction_std_bps,scope,seed,shuffle,symbol,task_id,test_row_hash,test_rows,train_row_hash,train_rows,undefined_reason
0.262341847406971,0.262341847406971,21,21,F5,2017-11-02,20,0.2650989841082189,ablation,2017-10-31,0.212987012987013,linear,verified_original_prediction,4bfa2fe0489894b4a43be1d85badcceca107cfd47e31799c6cddefe1e65d86db,2017-11,0.5233976760755278,monthly,,none,KGHM,7e98f7c832621449ebb49e7e39d23d9fc984b8166e5b1629764ade4a34631656,d9776cbdf1150d918522142dde71d9249f10dac498f131e31088c432b54eb1a3,832293,b5c80e53a96c8b6f2de4444e9658aa6e243a41277d26e93be7ec196a98302ea4,12142724,
0.25355131187811586,0.25355131187811586,21,21,F1,2017-11-02,20,0.25545266190565163,ablation,2017-10-31,-0.045454545454545456,xgboost,new_fit,,2017-11,0.5219067935342872,monthly,,none,KGHM,30112c94826ab8d6c254609bdada5cf38f5eb6e0a8974d0afd9541ab7589e667,d9776cbdf1150d918522142dde71d9249f10dac498f131e31088c432b54eb1a3,832293,b5c80e53a96c8b6f2de4444e9658aa6e243a41277d26e93be7ec196a98302ea4,12142724,
0.25632982101380786,0.25632982101380786,21,21,F2,2017-11-02,20,0.25851410565411065,ablation,2017-10-31,-0.016883116883116882,xgboost,new_fit,,2017-11,0.5607918971151041,monthly,,none,KGHM,5639be65c5af40dea9534d66c612bc3b40f472358c17f7508ac725998f49ee2b,d9776cbdf1150d918522142dde71d9249f10dac498f131e31088c432b54eb1a3,832293,b5c80e53a96c8b6f2de4444e9658aa6e243a41277d26e93be7ec196a98302ea4,12142724,
0.2658222975031859,0.2658222975031859,21,21,F3,2017-11-02,20,0.2689053959339268,ablation,2017-10-31,0.044155844155844164,xgboost,new_fit,,2017-11,0.5844164392301022,monthly,,none,KGHM,0f019327963075adb64438942245dc02979f5400b54b1ab3b828b3ae9fe0efc6,d9776cbdf1150d918522142dde71d9249f10dac498f131e31088c432b54eb1a3,832293,b5c80e53a96c8b6f2de4444e9658aa6e243a41277d26e93be7ec196a98302ea4,12142724,
0.26133366556514026,0.26133366556514026,21,21,F4,2017-11-02,20,0.2640969433776817,ablation,2017-10-31,0.13246753246753248,xgboost,new_fit,,2017-11,0.5580621351314371,monthly,,none,KGHM,f82678b9935837b82d9b83fd1d9137eede9514d85a336202b1698343d9cd7e4d,d9776cbdf1150d918522142dde71d9249f10dac498f131e31088c432b54eb1a3,832293,b5c80e53a96c8b6f2de4444e9658aa6e243a41277d26e93be7ec196a98302ea4,12142724,
0.2700469501076674,0.2700469501076674,21,21,F5,2017-11-02,20,0.2736705898960226,ablation,2017-10-31,0.18181818181818182,xgboost,verified_original_prediction,ce28d7fe9310beca841981a1fcb2de18d29e3f0e7d451df0409813dffb5ee2ab,2017-11,0.5842285395371344,monthly,,none,KGHM,8c9a0e9efda5071462ac9a1a3a495d8afd032a8c671ed2ee68c005141efff4ec,d9776cbdf1150d918522142dde71d9249f10dac498f131e31088c432b54eb1a3,832293,b5c80e53a96c8b6f2de4444e9658aa6e243a41277d26e93be7ec196a98302ea4,12142724,
0.2506959447356758,0.2506959447356758,18,18,F1,2017-04-03,20,0.24581250402934518,ablation,2017-03-31,0.6119711042311662,linear,new_fit,,2017-04,0.5980461662730806,monthly,,none,PEKAO,30a20a75a4dd7fa13b5e56984d388b02d6e6181b371c6ef5ee269ed5cfaa2fe7,7b645ccc9783c7abd87224e53f21aead91a7177902ef2f9fa814d5cca512d3de,579356,639b865b2fedf9a93fe6c149342653a22c1b07aa2b6043ef7b8b866944f3e4a0,1914668,
0.25724959571132106,0.25724959571132106,18,18,F2,2017-04-03,20,0.25053350936835334,ablation,2017-03-31,0.5933952528379773,linear,new_fit,,2017-04,0.6091913359364761,monthly,,none,PEKAO,8ac10a1684f8ef54eed729a42184d1b64f4f7dbc6f9222f4683e0dd4bd403ba2,7b645ccc9783c7abd87224e53f21aead91a7177902ef2f9fa814d5cca512d3de,579356,639b865b2fedf9a93fe6c149342653a22c1b07aa2b6043ef7b8b866944f3e4a0,1914668,
0.2580486348332587,0.2580486348332587,18,18,F3,2017-04-03,20,0.2513184737484882,ablation,2017-03-31,0.5933952528379773,linear,new_fit,,2017-04,0.6098924542507934,monthly,,none,PEKAO,a94a3a40aa59454518e70491c1a0098ebe62258761eae7b87875c7848f751bc5,7b645ccc9783c7abd87224e53f21aead91a7177902ef2f9fa814d5cca512d3de,579356,639b865b2fedf9a93fe6c149342653a22c1b07aa2b6043ef7b8b866944f3e4a0,1914668,
0.25724136238173334,0.25724136238173334,18,18,F4,2017-04-03,20,0.2505425990108506,ablation,2017-03-31,0.5933952528379773,linear,new_fit,,2017-04,0.6092031707086186,monthly,,none,PEKAO,a1090f9d229a71887ea54ce51730b75dc89ba9233131c93f2ae22158fb0bcb1b,7b645ccc9783c7abd87224e53f21aead91a7177902ef2f9fa814d5cca512d3de,579356,639b865b2fedf9a93fe6c149342653a22c1b07aa2b6043ef7b8b866944f3e4a0,1914668,
0.2580618874846521,0.2580618874846521,18,18,F5,2017-04-03,20,0.25134004753301603,ablation,2017-03-31,0.5933952528379773,linear,verified_original_prediction,4f542b0743ec9023a07ef2ac6116079787cf9b55c74051a1c66459857def63a2,2017-04,0.6099206459014227,monthly,,none,PEKAO,d6f05b57f2f6d9815ed9f429300be41931e2231c403148edebcd32c326b3dcbf,7b645ccc9783c7abd87224e53f21aead91a7177902ef2f9fa814d5cca512d3de,579356,639b865b2fedf9a93fe6c149342653a22c1b07aa2b6043ef7b8b866944f3e4a0,1914668,
0.2514581355556118,0.2514581355556118,18,18,F1,2017-04-03,20,0.24660424932191788,ablation,2017-03-31,0.5190918472652218,xgboost,new_fit,,2017-04,0.6139531558988529,monthly,,none,PEKAO,c2d2424abfa4e34c330717e8b6b16fa3cb122d2d2d2af515788fdcb83ba61f9e,7b645ccc9783c7abd87224e53f21aead91a7177902ef2f9fa814d5cca512d3de,579356,639b865b2fedf9a93fe6c149342653a22c1b07aa2b6043ef7b8b866944f3e4a0,1914668,
0.2577851780477304,0.2577851780477304,18,18,F2,2017-04-03,20,0.2517022910004607,ablation,2017-03-31,0.5046439628482973,xgboost,new_fit,,2017-04,0.6432145268517597,monthly,,none,PEKAO,bae05b57fa89476f6a6b3dd86ad180205cfa35c34bf505c028b62d586f9f0e4c,7b645ccc9783c7abd87224e53f21aead91a7177902ef2f9fa814d5cca512d3de,579356,639b865b2fedf9a93fe6c149342653a22c1b07aa2b6043ef7b8b866944f3e4a0,1914668,
0.2670809124603387,0.2670809124603387,18,18,F3,2017-04-03,20,0.26121854244851245,ablation,2017-03-31,0.5335397316821465,xgboost,new_fit,,2017-04,0.6684073700796961,monthly,,none,PEKAO,15d47b6d1ccfa98f821977b6a110efc52e8bb3cb29350a6f863679fcd73f1e07,7b645ccc9783c7abd87224e53f21aead91a7177902ef2f9fa814d5cca512d3de,579356,639b865b2fedf9a93fe6c149342653a22c1b07aa2b6043ef7b8b866944f3e4a0,1914668,
0.25665845970788564,0.25665845970788564,18,18,F4,2017-04-03,20,0.2503228489950851,ablation,2017-03-31,0.5149638802889577,xgboost,new_fit,,2017-04,0.6465262796901224,monthly,,none,PEKAO,fa51d6c23f3940443654e79bd2d410e8698c31487dfbda2acf05069c5c364084,7b645ccc9783c7abd87224e53f21aead91a7177902ef2f9fa814d5cca512d3de,579356,639b865b2fedf9a93fe6c149342653a22c1b07aa2b6043ef7b8b866944f3e4a0,1914668,
0.2659750869667914,0.2659750869667914,18,18,F5,2017-04-03,20,0.2595034764737581,ablation,2017-03-31,0.5335397316821465,xgboost,verified_original_prediction,cedfcc7b118463f80d947626333bef0c1df559bcbee71e585d34139f4012a947,2017-04,0.6699689474635522,monthly,,none,PEKAO,d9f2256a510e36ad6e695d2b680cccfbf89ad553a0f2acac22e4958011d0a081,7b645ccc9783c7abd87224e53f21aead91a7177902ef2f9fa814d5cca512d3de,579356,639b865b2fedf9a93fe6c149342653a22c1b07aa2b6043ef7b8b866944f3e4a0,1914668,
