adverse_before_fill,control_seed,eligible_decisions,fill_before_adverse,fill_probability,fills,horizon,interpretation,latency,markout_1,markout_10,markout_10_observations,markout_1_observations,markout_5,markout_5_observations,markout_remaining,markout_remaining_observations,mean_fill_time,mean_queue_ahead,median_fill_time,median_queue_ahead,model,month,no_event_fraction,placed_orders,queue_ahead_p10,queue_ahead_p90,simultaneous,spread_1,spread_10,spread_10_observations,spread_1_observations,spread_5,spread_5_observations,spread_remaining,spread_remaining_observations,symbol,unfilled_fraction,zero_signal_decisions,cohort,passive_price_markout_1_bps,passive_price_markout_5_bps,passive_price_markout_10_bps,passive_price_markout_remaining_bps,day,excluded_invalid_placement
0.0298951959,,675928,0.0132662059,0.0149054337,10075,20,retain,1,-0.2724683256,-0.6936652853,10075,10075,-0.4654494395,10075,-0.3913659789,9007,14.6429776675,1813.520212212,15.0,1415.0,xgboost,2017-04,0.9562912026,675928,508.0,3354.0,0.0005473956,3.3169512434,2.4746046896,10075,10075,2.9310387723,10075,3.0626917871,9007,PKNORLEN,0.9850945663,0,monthly,1.6584756217,1.46551938615,1.2373023448,1.53134589355,,
0.0342447716,,675928,0.0164292647,0.0185641074,12548,20,retain,5,-0.2256162637,-0.6146916112,12548,12548,-0.3896967866,12548,-0.1820379239,6970,14.1951705451,1789.2156856943,15.0,1399.0,linear,2017-04,0.9487134724,675928,450.0,3357.0,0.0006124913,3.3406391924,2.5625724588,12548,12548,3.0125173702,12548,3.2321417053,6970,PKNORLEN,0.9814358926,0,monthly,1.6703195962,1.5062586851,1.2812862294,1.61607085265,,
0.0337461978,,675928,0.015997266,0.0180936431,12230,20,retain,5,-0.2371790014,-0.6043550633,12230,12230,-0.4022937208,12230,-0.1867147054,6726,14.270891251,1772.5144112982,15.0,1383.0,xgboost,2017-04,0.9496336888,675928,442.0,3323.0,0.0006228474,3.3671038849,2.6328115152,12230,12230,3.03691076,12230,3.297718022,6726,PKNORLEN,0.9819063569,0,monthly,1.68355194245,1.51845538,1.3164057576,1.648859011,,
0.0707089851,,675388,0.0658525174,0.0742447304,50144,50,retain,0,-0.3671428779,-0.9675772191,50144,50144,-0.7369032079,50144,-1.2028514644,50144,32.3124401723,1848.201371656,33.0,1448.0,linear,2017-04,0.8605779197,675388,556.0,3393.0,0.0028605779,3.9099901933,2.7091541929,50144,50144,3.1704992379,50144,2.2387169994,50144,PKNORLEN,0.9257552696,0,monthly,1.95499509665,1.58524961895,1.35457709645,1.1193584997,,
0.0695348452,,675388,0.0661145889,0.0744890345,50309,50,retain,0,-0.3582871241,-0.9572258275,50308,50309,-0.7314320346,50309,-1.1697324511,50309,32.4650261385,1816.4305317832,34.0,1421.0,xgboost,2017-04,0.8614514916,675388,530.0,3350.0,0.0028990743,3.9665055449,2.7686730446,50308,50309,3.2202556831,50309,2.3437515595,50309,PKNORLEN,0.9255109655,0,monthly,1.98325277245,1.61012784155,1.3843365223,1.17187577975,,
0.0724072681,,675388,0.0681297269,0.0769113458,51945,50,retain,1,-0.3563753442,-0.9424483188,51945,51945,-0.7148934946,51945,-1.1662015986,50375,32.002502647,1834.4627369749,33.0,1436.0,linear,2017-04,0.8565135892,675388,524.0,3385.0,0.0029494157,3.9139676161,2.7418542099,51945,51945,3.1969594436,51945,2.2709631738,50375,PKNORLEN,0.9230886542,0,monthly,1.95698380805,1.5984797218,1.37092710495,1.1354815869,,
0.0712346088,,675388,0.0681208431,0.076846198,51901,50,retain,1,-0.3514277958,-0.9383871228,51900,51901,-0.716249838,51901,-1.1368731494,50294,32.2195140749,1805.4849316245,33.0,1412.0,xgboost,2017-04,0.8576758841,675388,506.0,3342.0,0.0029686639,3.9780477906,2.8041742022,51900,51901,3.2484415371,51901,2.381132992,50294,PKNORLEN,0.923153802,0,monthly,1.9890238953,1.62422076855,1.4020871011,1.190566496,,
0.0777671501,,675388,0.0743409714,0.0841797604,56854,50,retain,5,-0.3380854728,-0.8940504425,56851,56854,-0.6771613116,56854,-1.053515172,48685,31.4000070356,1790.080615883,32.0,1402.0,linear,2017-04,0.844672988,675388,450.0,3356.0,0.0032188905,3.9369033937,2.8250291346,56851,56854,3.2587776913,56854,2.3945685476,48685,PKNORLEN,0.9158202396,0,monthly,1.96845169685,1.62938884565,1.4125145673,1.1972842738,,
0.076726267,,675388,0.0746652295,0.0844285063,57022,50,retain,5,-0.3364425925,-0.8919414564,57018,57022,-0.6793373666,57022,-1.0330648726,48685,31.5962961664,1765.0356284092,33.0,1381.0,xgboost,2017-04,0.8453881325,675388,442.0,3312.0,0.0032203711,3.9987810383,2.8878530778,57018,57022,3.313025327,57022,2.4815340464,48685,PKNORLEN,0.9155714937,0,monthly,1.99939051915,1.6565126635,1.4439265389,1.2407670232,,
0.01439415,,676108,0.0020899028,0.002370923,1603,10,reset,0,-0.1034032587,-0.5007084496,1603,1603,-0.250362683,1603,-0.0886513665,1603,8.0898315658,1841.9910369349,8.0,1438.0,linear,2017-04,0.9834272039,676108,548.0,3390.0,8.87432e-05,3.4293728771,2.6348280295,1603,1603,3.1355641586,1603,3.458875756,1603,PKNORLEN,0.997629077,0,monthly,1.71468643855,1.5677820793,1.31741401475,1.729437878,,
0.0139090205,,676108,0.0019493927,0.0021963947,1485,10,reset,0,-0.0916812574,-0.450562421,1485,1485,-0.2280357593,1485,-0.0950011794,1485,8.1191919192,1826.065786827,9.0,1422.0,xgboost,2017-04,0.9840602389,676108,532.0,3370.0,8.1348e-05,3.2928923086,2.575145254,1485,1485,3.0202670652,1485,3.2862507656,1485,PKNORLEN,0.9978036053,0,monthly,1.6464461543,1.5101335326,1.287572627,1.6431253828,,
0.0152712289,,676108,0.0024936844,0.002867885,1939,10,reset,1,-0.02035117,-0.414686267,1939,1939,-0.1326914835,1939,0.0060724271,1445,7.9623517277,1828.3143077733,8.0,1425.0,linear,2017-04,0.9821271158,676108,520.0,3382.0,0.0001079709,3.418043385,2.6294503523,1939,1939,3.1934720315,1939,3.3566554134,1445,PKNORLEN,0.997132115,0,monthly,1.7090216925,1.59673601575,1.31472517615,1.6783277067,,
0.0147653925,,676108,0.0022718264,0.0025942601,1754,10,reset,1,-0.0585097282,-0.3826842531,1754,1754,-0.1565400084,1754,0.0045849116,1290,8.0250855188,1814.3873582327,8.0,1412.0,xgboost,2017-04,0.9828636845,676108,505.0,3360.0,9.90966e-05,3.3384194477,2.6900944414,1754,1754,3.1424255226,1754,3.3437538646,1290,PKNORLEN,0.9974057399,0,monthly,1.66920972385,1.5712127613,1.3450472207,1.6718769323,,
0.0176436309,,676108,0.0035586031,0.0040910624,2766,10,reset,5,0.0351976705,-0.3072742928,2766,2766,-0.0258974893,2766,0.2635089559,397,7.8138105568,1784.0439397256,8.0,1391.0,linear,2017-04,0.978660214,676108,447.0,3353.0,0.000137552,3.3960484501,2.7111998003,2766,2766,3.2739565621,2766,3.3738541591,397,PKNORLEN,0.9959089376,0,monthly,1.69802422505,1.63697828105,1.35559990015,1.68692707955,,
0.0173197182,,676108,0.0032908944,0.0037730658,2551,10,reset,5,0.0066844604,-0.2870884976,2551,2551,-0.0396478097,2551,0.2696043625,352,7.8690709526,1772.9601676064,8.0,1381.0,xgboost,2017-04,0.979265147,676108,440.0,3329.0,0.0001242405,3.4031812972,2.815686087,2551,2551,3.3105875879,2551,3.5943391352,352,PKNORLEN,0.9962269342,0,monthly,1.7015906486,1.65529379395,1.4078430435,1.7971695676,,
0.0295830325,,675928,0.0125146465,0.0140858198,9521,20,reset,0,-0.2905272466,-0.7383817645,9521,9521,-0.48646305,9521,-0.4464270019,9521,14.7323810524,1847.4858387284,15.0,1445.0,linear,2017-04,0.9573993088,675928,554.0,3394.0,0.0005030122,3.2194813355,2.3238490349,9521,9521,2.8276584429,9521,2.9077331849,9521,PKNORLEN,0.9859141802,0,monthly,1.60974066775,1.41382922145,1.16192451745,1.45386659245,,
0.0286790901,,675928,0.0123193595,0.0138062042,9332,20,reset,0,-0.2955830524,-0.7294486132,9332,9332,-0.4924135429,9332,-0.4436708275,9332,14.8040077154,1825.0271730125,15.0,1423.0,xgboost,2017-04,0.9584881822,675928,532.0,3366.0,0.0005133683,3.2781059281,2.4104185322,9332,9332,2.8844965363,9332,2.9819773356,9332,PKNORLEN,0.9861937958,0,monthly,1.63905296405,1.44224826815,1.2052092661,1.4909886678,,
0.0307429194,,675928,0.0136168349,0.0153670213,10387,20,reset,1,-0.2546424315,-0.6840847741,10387,10387,-0.4350229597,10387,-0.3823333685,9329,14.5097718302,1833.6959942479,15.0,1434.0,linear,2017-04,0.9551017268,675928,523.0,3385.0,0.0005385189,3.2588100398,2.4000038058,10387,10387,2.898095792,10387,2.974745326,9329,PKNORLEN,0.9846329787,0,monthly,1.6294050199,1.449047896,1.2000019029,1.487372663,,
0.0298951959,,675928,0.0132662059,0.0149054337,10075,20,reset,1,-0.2724683256,-0.6936652853,10075,10075,-0.4654494395,10075,-0.3913659789,9007,14.6429776675,1813.520212212,15.0,1415.0,xgboost,2017-04,0.9562912026,675928,508.0,3354.0,0.0005473956,3.3169512434,2.4746046896,10075,10075,2.9310387723,10075,3.0626917871,9007,PKNORLEN,0.9850945663,0,monthly,1.6584756217,1.46551938615,1.2373023448,1.53134589355,,
0.0342447716,,675928,0.0164292647,0.0185641074,12548,20,reset,5,-0.2256162637,-0.6146916112,12548,12548,-0.3896967866,12548,-0.1820379239,6970,14.1951705451,1789.2156856943,15.0,1399.0,linear,2017-04,0.9487134724,675928,450.0,3357.0,0.0006124913,3.3406391924,2.5625724588,12548,12548,3.0125173702,12548,3.2321417053,6970,PKNORLEN,0.9814358926,0,monthly,1.6703195962,1.5062586851,1.2812862294,1.61607085265,,
0.0337461978,,675928,0.015997266,0.0180936431,12230,20,reset,5,-0.2371790014,-0.6043550633,12230,12230,-0.4022937208,12230,-0.1867147054,6726,14.270891251,1772.5144112982,15.0,1383.0,xgboost,2017-04,0.9496336888,675928,442.0,3323.0,0.0006228474,3.3671038849,2.6328115152,12230,12230,3.03691076,12230,3.297718022,6726,PKNORLEN,0.9819063569,0,monthly,1.68355194245,1.51845538,1.3164057576,1.648859011,,
0.0707089851,,675388,0.0658525174,0.0742447304,50144,50,reset,0,-0.3671428779,-0.9675772191,50144,50144,-0.7369032079,50144,-1.2028514644,50144,32.3124401723,1848.201371656,33.0,1448.0,linear,2017-04,0.8605779197,675388,556.0,3393.0,0.0028605779,3.9099901933,2.7091541929,50144,50144,3.1704992379,50144,2.2387169994,50144,PKNORLEN,0.9257552696,0,monthly,1.95499509665,1.58524961895,1.35457709645,1.1193584997,,
0.0695348452,,675388,0.0661145889,0.0744890345,50309,50,reset,0,-0.3582871241,-0.9572258275,50308,50309,-0.7314320346,50309,-1.1697324511,50309,32.4650261385,1816.4305317832,34.0,1421.0,xgboost,2017-04,0.8614514916,675388,530.0,3350.0,0.0028990743,3.9665055449,2.7686730446,50308,50309,3.2202556831,50309,2.3437515595,50309,PKNORLEN,0.9255109655,0,monthly,1.98325277245,1.61012784155,1.3843365223,1.17187577975,,
0.0724072681,,675388,0.0681297269,0.0769113458,51945,50,reset,1,-0.3563753442,-0.9424483188,51945,51945,-0.7148934946,51945,-1.1662015986,50375,32.002502647,1834.4627369749,33.0,1436.0,linear,2017-04,0.8565135892,675388,524.0,3385.0,0.0029494157,3.9139676161,2.7418542099,51945,51945,3.1969594436,51945,2.2709631738,50375,PKNORLEN,0.9230886542,0,monthly,1.95698380805,1.5984797218,1.37092710495,1.1354815869,,
0.0712346088,,675388,0.0681208431,0.076846198,51901,50,reset,1,-0.3514277958,-0.9383871228,51900,51901,-0.716249838,51901,-1.1368731494,50294,32.2195140749,1805.4849316245,33.0,1412.0,xgboost,2017-04,0.8576758841,675388,506.0,3342.0,0.0029686639,3.9780477906,2.8041742022,51900,51901,3.2484415371,51901,2.381132992,50294,PKNORLEN,0.923153802,0,monthly,1.9890238953,1.62422076855,1.4020871011,1.190566496,,
0.0777671501,,675388,0.0743409714,0.0841797604,56854,50,reset,5,-0.3380854728,-0.8940504425,56851,56854,-0.6771613116,56854,-1.053515172,48685,31.4000070356,1790.080615883,32.0,1402.0,linear,2017-04,0.844672988,675388,450.0,3356.0,0.0032188905,3.9369033937,2.8250291346,56851,56854,3.2587776913,56854,2.3945685476,48685,PKNORLEN,0.9158202396,0,monthly,1.96845169685,1.62938884565,1.4125145673,1.1972842738,,
0.076726267,,675388,0.0746652295,0.0844285063,57022,50,reset,5,-0.3364425925,-0.8919414564,57018,57022,-0.6793373666,57022,-1.0330648726,48685,31.5962961664,1765.0356284092,33.0,1381.0,xgboost,2017-04,0.8453881325,675388,442.0,3312.0,0.0032203711,3.9987810383,2.8878530778,57018,57022,3.313025327,57022,2.4815340464,48685,PKNORLEN,0.9155714937,0,monthly,1.99939051915,1.6565126635,1.4439265389,1.2407670232,,
0.0279764594,,863190,0.0035670015,0.0043373996,3744,10,retain,0,-0.0636881283,-0.2636751753,3744,3744,-0.1446471587,3744,-0.0292983521,3744,7.7887286325,1382.0246550586,8.0,1210.0,linear,2017-06,0.9681889271,863190,470.0,2415.0,0.000267612,3.6591135558,3.2590215738,3744,3744,3.4971808033,3744,3.7278624787,3744,PKNORLEN,0.9956626004,0,monthly,1.8295567779,1.74859040165,1.6295107869,1.86393123935,,
0.0272199632,,863190,0.0035334052,0.0043072788,3718,10,retain,0,-0.0236663197,-0.2386354175,3718,3718,-0.1150350968,3718,-2.57859e-05,3718,7.7969338354,1365.8371042297,8.0,1195.0,xgboost,2017-06,0.9689755442,863190,451.0,2394.0,0.0002710875,3.9480888942,3.5180740773,3718,3718,3.7653459843,3718,3.9953253004,3718,PKNORLEN,0.9956927212,0,monthly,1.9740444471,1.88267299215,1.75903703865,1.9976626502,,
0.0499889943,7.0,863190,0.0110531864,0.0135926042,11733,10,retain,0,-0.0598182719,-0.469992919,11733,11733,-0.2924272702,11733,-0.1451046608,11733,7.4168584335,1027.6979541005,8.0,900.0,xgboost,2017-06,0.9383136969,863190,117.0,2022.0,0.0006441224,3.8849681543,3.0646983371,11733,11733,3.4198786526,11733,3.7144536157,11733,PKNORLEN,0.9864073958,0,monthly,1.94248407715,1.7099393263,1.53234916855,1.85722680785,,
0.0302633256,,863190,0.0046096456,0.0055827802,4819,10,retain,1,0.0166165625,-0.1999888747,4819,4819,-0.0659392777,4819,0.0570220999,3802,7.5754305873,1364.7744158297,8.0,1199.0,linear,2017-06,0.9648142356,863190,421.0,2403.0,0.0003127932,3.8494266229,3.4161230077,4819,4819,3.6842724498,4819,3.8415362555,3802,PKNORLEN,0.9944172198,0,monthly,1.92471331145,1.8421362249,1.70806150385,1.92076812775,,
0.0295705465,,863190,0.0043350827,0.0053024247,4577,10,retain,1,0.0188247498,-0.2213141404,4577,4577,-0.0825306429,4577,0.0496987013,3595,7.6311994756,1351.3535826411,8.0,1184.0,xgboost,2017-06,0.9657688342,863190,410.0,2386.0,0.0003255367,4.0015810214,3.5212452249,4577,4577,3.7988597366,4577,3.9530001543,3595,PKNORLEN,0.9946975753,0,monthly,2.0007905107,1.8994298683,1.76062261245,1.97650007715,,
0.0498789374,7.0,863190,0.0112663492,0.0137246724,11847,10,retain,1,-0.0666526817,-0.469929861,11847,11847,-0.2948874989,11847,-0.1173563632,9610,7.4079513801,1025.2569330043,8.0,896.0,xgboost,2017-06,0.938208274,863190,115.0,2021.0,0.0006464394,3.9279450017,3.1214829683,11847,11847,3.471608612,11847,3.7124272192,9610,PKNORLEN,0.9862753276,0,monthly,1.96397250085,1.735804306,1.56074148415,1.8562136096,,
0.0358750681,,863190,0.0064794541,0.0078904992,6811,10,retain,5,0.0027332222,-0.2214053759,6811,6811,-0.0908017013,6811,0.2242294004,1339,7.4839230656,1315.709967678,8.0,1155.0,linear,2017-06,0.9572226277,863190,301.0,2377.0,0.0004228501,3.8182563007,3.3698921979,6811,6811,3.6311424299,6811,3.8056100394,1339,PKNORLEN,0.9921095008,0,monthly,1.90912815035,1.81557121495,1.68494609895,1.9028050197,,
0.0354139877,,863190,0.0062883027,0.0076912383,6639,10,retain,5,-0.0053273984,-0.2549934971,6639,6639,-0.0991147829,6639,0.1889920152,1257,7.5113721946,1306.2164262793,8.0,1143.0,xgboost,2017-06,0.9578644331,863190,300.0,2362.0,0.0004332766,3.8048877029,3.3055040138,6639,6639,3.6172844683,6639,3.5847001526,1257,PKNORLEN,0.9923087617,0,monthly,1.90244385145,1.80864223415,1.6527520069,1.7923500763,,
0.0502334364,7.0,863190,0.0116046293,0.0140003939,12085,10,retain,5,-0.0533193397,-0.4613909137,12085,12085,-0.2883802304,12085,0.122771339,2591,7.3814646256,1015.8231548095,8.0,884.0,xgboost,2017-06,0.9375236043,863190,110.0,2014.0,0.0006383299,3.971664971,3.1556092407,12085,12085,3.501651624,12085,3.5670366669,2591,PKNORLEN,0.9859996061,0,monthly,1.9858324855,1.750825812,1.57780462035,1.78351833345,,
0.0554578322,,862980,0.0169053744,0.0207443973,17902,20,retain,0,-0.2124659604,-0.6945328051,17902,17902,-0.5308904806,17902,-0.4261008362,17902,14.2771198749,1382.8267862523,15.0,1210.0,linear,2017-06,0.9264235556,862980,471.0,2415.0,0.0012132379,4.0427092018,3.0786178113,17902,17902,3.4059411551,17902,3.6154221176,17902,PKNORLEN,0.9792556027,0,monthly,2.0213546009,1.70297057755,1.53930890565,1.8077110588,,
0.0835338015,7.0,862980,0.0327041183,0.0408931841,35290,20,retain,0,-0.2331905062,-0.7898994772,35290,35290,-0.5771586141,35290,-0.562204946,35290,13.3567299518,1078.3459002526,14.0,940.0,xgboost,2017-06,0.8814422119,862980,150.0,2091.0,0.0023198684,4.2561862591,3.1427512673,35290,35290,3.5682836416,35290,3.5981411734,35290,PKNORLEN,0.9591068159,0,monthly,2.12809312955,1.7841418208,1.57137563365,1.7990705867,,
0.0549595587,,862980,0.016876405,0.0206980463,17862,20,retain,0,-0.2080318782,-0.6898870431,17862,17862,-0.5114029165,17862,-0.4105878291,17862,14.270014556,1366.5689749473,15.0,1195.0,xgboost,2017-06,0.9269531159,862980,454.0,2392.0,0.0012109203,4.1717131462,3.2080173033,17862,17862,3.5650102504,17862,3.7665753739,17862,PKNORLEN,0.9793019537,0,monthly,2.0858565731,1.7825051252,1.60400865165,1.88328768695,,
0.058461378,,862980,0.0189309138,0.0233539595,20154,20,retain,1,-0.1740973614,-0.6232344075,20154,20154,-0.4614609089,20154,-0.3474922005,18342,13.9212067083,1365.6033025099,15.0,1200.0,linear,2017-06,0.9213075622,862980,423.0,2404.0,0.001300146,4.1051489071,3.2069081146,20154,20154,3.5304851624,20154,3.7010087079,18342,PKNORLEN,0.9766460405,0,monthly,2.05257445355,1.7652425812,1.6034540573,1.85050435395,,
0.0848188834,7.0,862980,0.0335581358,0.0419233354,36179,20,retain,1,-0.2214985487,-0.7689504759,36179,36179,-0.5585779107,36179,-0.5217895416,33342,13.2897537245,1072.1760017613,14.0,930.0,xgboost,2017-06,0.8792706668,862980,147.0,2086.0,0.0023523141,4.246459891,3.1515381217,36179,36179,3.5723309681,36179,3.5987967528,33342,PKNORLEN,0.9580766646,0,monthly,2.1232299455,1.78616548405,1.57576906085,1.7993983764,,
0.057821734,,862980,0.01847088,0.0228174465,19691,20,retain,1,-0.1842999849,-0.6436262402,19691,19691,-0.4703716617,19691,-0.3559511258,17869,14.0146767559,1352.3806530858,15.0,1186.0,xgboost,2017-06,0.9224107164,862980,415.0,2385.0,0.0012966697,4.1500490756,3.2313995229,19691,19691,3.5779375677,19691,3.7525459217,17869,PKNORLEN,0.9771825535,0,monthly,2.0750245378,1.78896878385,1.61569976145,1.87627296085,,
0.0661452177,,862980,0.0231766669,0.0289879256,25016,20,retain,5,-0.1724393295,-0.5683972084,25016,25016,-0.4124021789,25016,-0.1862563354,15244,13.5129517109,1316.51619041,14.0,1156.0,linear,2017-06,0.9091172449,862980,304.0,2377.0,0.0015608705,4.0366105454,3.2447121766,25016,25016,3.5567304687,25016,3.7627093926,15244,PKNORLEN,0.9710120744,0,monthly,2.0183052727,1.77836523435,1.6223560883,1.8813546963,,
0.0876683121,7.0,862980,0.0349533014,0.0437391365,37746,20,retain,5,-0.2201107268,-0.7306352093,37746,37746,-0.5285337811,37746,-0.3725969858,23751,13.2085783924,1055.4702484414,14.0,913.0,xgboost,2017-06,0.8749217827,862980,132.0,2071.0,0.0024566039,4.2072654648,3.1862062102,37746,37746,3.5904361308,37746,3.663809634,23751,PKNORLEN,0.9562608635,0,monthly,2.1036327324,1.7952180654,1.5931031051,1.831904817,,
0.0659389557,,862980,0.0229460706,0.0286402929,24716,20,retain,5,-0.1849398656,-0.5965163318,24716,24716,-0.4323080972,24716,-0.2001190114,14910,13.5778443114,1306.8310169413,14.0,1145.0,xgboost,2017-06,0.9095714849,862980,300.0,2360.0,0.0015434888,3.9765788058,3.1534195126,24716,24716,3.4818581893,24716,3.6948727655,14910,PKNORLEN,0.9713597071,0,monthly,1.9882894029,1.74092909465,1.5767097563,1.84743638275,,
0.1317121818,,862350,0.0765930307,0.0943816316,81390,50,retain,0,-0.3189987499,-1.0505322428,81380,81390,-0.741085389,81390,-1.3586612608,81390,31.3251505099,1382.8113538586,32.0,1211.0,linear,2017-06,0.7857099785,862350,471.0,2415.0,0.005984809,5.0607196723,3.5978283734,81380,81390,4.2165832819,81390,2.9814301551,81390,PKNORLEN,0.9056183684,0,monthly,2.53035983615,2.10829164095,1.7989141867,1.49071507755,,
0.1311636806,,862350,0.0778233896,0.0956340233,82470,50,retain,0,-0.3229171092,-1.0652897822,82461,82470,-0.7478073677,82470,-1.3422457229,82470,31.360409846,1364.650687076,32.0,1194.0,xgboost,2017-06,0.7849330318,862350,453.0,2388.0,0.006079898,5.1045674025,3.6199517412,82461,82470,4.2547959406,82470,3.0659273868,82470,PKNORLEN,0.9043659767,0,monthly,2.55228370125,2.1273979703,1.8099758706,1.5329636934,,
0.1735223517,7.0,862350,0.1131246014,0.1428584681,123194,50,retain,0,-0.267560015,-0.9227315285,123177,123194,-0.6250738337,123194,-1.2100226312,123194,29.1350309268,1080.3830579231,30.0,950.0,xgboost,2017-06,0.7044343944,862350,142.0,2077.0,0.0089186525,4.9623423398,3.650997715,123177,123194,4.2473292532,123194,3.0773977727,123194,PKNORLEN,0.8571415319,0,monthly,2.4811711699,2.1236646266,1.8254988575,1.53869888635,,
0.1354855917,,862350,0.080042906,0.098963298,85341,50,retain,1,-0.3004347973,-1.0056297148,85330,85341,-0.706955002,85341,-1.293008056,82959,30.8461700707,1365.6296329796,32.0,1200.0,linear,2017-06,0.7783173885,862350,423.0,2403.0,0.0061541138,5.0779883844,3.6677723065,85330,85341,4.2649791585,85341,3.0485933586,82959,PKNORLEN,0.901036702,0,monthly,2.5389941922,2.13248957925,1.83388615325,1.5242966793,,
0.1344442512,,862350,0.0805925668,0.0993482925,85673,50,retain,1,-0.3115801483,-1.0349724597,85663,85673,-0.7257620932,85673,-1.2929141483,83261,31.008649166,1350.8558299994,32.0,1183.0,xgboost,2017-06,0.7787290543,862350,414.0,2383.0,0.0062341277,5.0978077439,3.6511559909,85663,85673,4.2694497061,85673,3.0938712069,83261,PKNORLEN,0.9006517075,0,monthly,2.54890387195,2.13472485305,1.82557799545,1.54693560345,,
0.1744256972,7.0,862350,0.1142100075,0.1442233432,124371,50,retain,1,-0.2640023008,-0.916381463,124353,124371,-0.6195555281,124371,-1.1875004724,121467,29.0592501467,1074.5719301908,29.0,944.0,xgboost,2017-06,0.7023783846,862350,140.0,2071.0,0.0089859106,4.9847167604,3.678980068,124353,124371,4.2736262307,124371,3.1012032527,121467,PKNORLEN,0.8557766568,0,monthly,2.4923583802,2.13681311535,1.839490034,1.55060162635,,
0.1459824897,,862350,0.0888455963,0.1105734331,95353,50,retain,5,-0.2808393288,-0.9292558567,95338,95353,-0.659742537,95353,-1.1439848734,82829,30.0567365474,1316.64907984,31.0,1156.0,linear,2017-06,0.7585156839,862350,304.0,2377.0,0.0066562301,5.0716554138,3.7750127222,95338,95353,4.3138778768,95353,3.1336713497,82829,PKNORLEN,0.8894265669,0,monthly,2.5358277069,2.1569389384,1.8875063611,1.56683567485,,
0.14515336,,862350,0.0893117644,0.1108146344,95561,50,retain,5,-0.2907070106,-0.9585661445,95547,95561,-0.676772537,95561,-1.1492037075,82937,30.161321041,1305.6023169247,31.0,1143.0,xgboost,2017-06,0.7588044298,862350,300.0,2356.0,0.0067304459,5.0597889845,3.7242218119,95547,95561,4.2876619715,95561,3.1325768493,82937,PKNORLEN,0.8891853656,0,monthly,2.52989449225,2.14383098575,1.86211090595,1.56628842465,,
0.1775172494,7.0,862350,0.1169397576,0.1477543921,127416,50,retain,5,-0.256952081,-0.9002110598,127394,127416,-0.6099192904,127416,-1.1090971925,112367,29.0101478621,1058.2318014727,29.0,921.0,xgboost,2017-06,0.6963645851,862350,125.9,2058.0,0.0091784078,5.0215680141,3.7341302199,127394,127416,4.3156478079,127416,3.1350758624,112367,PKNORLEN,0.8522456079,0,monthly,2.51078400705,2.15782390395,1.86706510995,1.5675379312,,
0.0279764594,,863190,0.0035670015,0.0043373996,3744,10,reset,0,-0.0636881283,-0.2636751753,3744,3744,-0.1446471587,3744,-0.0292983521,3744,7.7887286325,1382.0246550586,8.0,1210.0,linear,2017-06,0.9681889271,863190,470.0,2415.0,0.000267612,3.6591135558,3.2590215738,3744,3744,3.4971808033,3744,3.7278624787,3744,PKNORLEN,0.9956626004,0,monthly,1.8295567779,1.74859040165,1.6295107869,1.86393123935,,
0.0272199632,,863190,0.0035334052,0.0043072788,3718,10,reset,0,-0.0236663197,-0.2386354175,3718,3718,-0.1150350968,3718,-2.57859e-05,3718,7.7969338354,1365.8371042297,8.0,1195.0,xgboost,2017-06,0.9689755442,863190,451.0,2394.0,0.0002710875,3.9480888942,3.5180740773,3718,3718,3.7653459843,3718,3.9953253004,3718,PKNORLEN,0.9956927212,0,monthly,1.9740444471,1.88267299215,1.75903703865,1.9976626502,,
0.0499889943,7.0,863190,0.0110531864,0.0135926042,11733,10,reset,0,-0.0598182719,-0.469992919,11733,11733,-0.2924272702,11733,-0.1451046608,11733,7.4168584335,1027.6979541005,8.0,900.0,xgboost,2017-06,0.9383136969,863190,117.0,2022.0,0.0006441224,3.8849681543,3.0646983371,11733,11733,3.4198786526,11733,3.7144536157,11733,PKNORLEN,0.9864073958,0,monthly,1.94248407715,1.7099393263,1.53234916855,1.85722680785,,
0.0302633256,,863190,0.0046096456,0.0055827802,4819,10,reset,1,0.0166165625,-0.1999888747,4819,4819,-0.0659392777,4819,0.0570220999,3802,7.5754305873,1364.7744158297,8.0,1199.0,linear,2017-06,0.9648142356,863190,421.0,2403.0,0.0003127932,3.8494266229,3.4161230077,4819,4819,3.6842724498,4819,3.8415362555,3802,PKNORLEN,0.9944172198,0,monthly,1.92471331145,1.8421362249,1.70806150385,1.92076812775,,
0.0295705465,,863190,0.0043350827,0.0053024247,4577,10,reset,1,0.0188247498,-0.2213141404,4577,4577,-0.0825306429,4577,0.0496987013,3595,7.6311994756,1351.3535826411,8.0,1184.0,xgboost,2017-06,0.9657688342,863190,410.0,2386.0,0.0003255367,4.0015810214,3.5212452249,4577,4577,3.7988597366,4577,3.9530001543,3595,PKNORLEN,0.9946975753,0,monthly,2.0007905107,1.8994298683,1.76062261245,1.97650007715,,
0.0498789374,7.0,863190,0.0112663492,0.0137246724,11847,10,reset,1,-0.0666526817,-0.469929861,11847,11847,-0.2948874989,11847,-0.1173563632,9610,7.4079513801,1025.2569330043,8.0,896.0,xgboost,2017-06,0.938208274,863190,115.0,2021.0,0.0006464394,3.9279450017,3.1214829683,11847,11847,3.471608612,11847,3.7124272192,9610,PKNORLEN,0.9862753276,0,monthly,1.96397250085,1.735804306,1.56074148415,1.8562136096,,
