kind,scope,symbol,period,model,feature_group,shuffle,seed,horizon,task_id,ic,imbalance_bin,imbalance_cut1,imbalance_cut2,rows,spread_bin,spread_cut1,spread_cut2
ablation,monthly,KGHM,2017-04,xgboost,F5,none,,20,12b5398b11d65932ae2f3b5a82ca633d7161afdfbfec2f002575925872a840d9,0.1803490943457004,3,-0.3261105092091008,0.29292929292929293,102602,1,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F5,none,,20,12b5398b11d65932ae2f3b5a82ca633d7161afdfbfec2f002575925872a840d9,0.13096169404495847,1,-0.3261105092091008,0.29292929292929293,115561,2,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F5,none,,20,12b5398b11d65932ae2f3b5a82ca633d7161afdfbfec2f002575925872a840d9,0.12321359906859923,2,-0.3261105092091008,0.29292929292929293,138561,2,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F5,none,,20,12b5398b11d65932ae2f3b5a82ca633d7161afdfbfec2f002575925872a840d9,0.14959119366079407,3,-0.3261105092091008,0.29292929292929293,135840,2,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F5,none,,20,12b5398b11d65932ae2f3b5a82ca633d7161afdfbfec2f002575925872a840d9,0.07307841251650893,1,-0.3261105092091008,0.29292929292929293,126628,3,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F5,none,,20,12b5398b11d65932ae2f3b5a82ca633d7161afdfbfec2f002575925872a840d9,0.06393190200503981,2,-0.3261105092091008,0.29292929292929293,158299,3,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F5,none,,20,12b5398b11d65932ae2f3b5a82ca633d7161afdfbfec2f002575925872a840d9,0.10609022695237455,3,-0.3261105092091008,0.29292929292929293,158449,3,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-06,linear,F1,none,,20,368297dcc195101f5141166f157fe9b5e6619665595c75a99ab3187517f8f802,0.14244212891707186,1,-0.33008526187576126,0.2870164227282477,93719,1,5.26454330086835,10.410160316468282
ablation,monthly,KGHM,2017-06,linear,F1,none,,20,368297dcc195101f5141166f157fe9b5e6619665595c75a99ab3187517f8f802,0.09006611911674321,2,-0.33008526187576126,0.2870164227282477,78250,1,5.26454330086835,10.410160316468282
ablation,monthly,KGHM,2017-06,linear,F1,none,,20,368297dcc195101f5141166f157fe9b5e6619665595c75a99ab3187517f8f802,0.12869760788636886,3,-0.33008526187576126,0.2870164227282477,88666,1,5.26454330086835,10.410160316468282
ablation,monthly,KGHM,2017-06,linear,F1,none,,20,368297dcc195101f5141166f157fe9b5e6619665595c75a99ab3187517f8f802,0.10803693262309952,1,-0.33008526187576126,0.2870164227282477,104537,2,5.26454330086835,10.410160316468282
ablation,monthly,KGHM,2017-06,linear,F1,none,,20,368297dcc195101f5141166f157fe9b5e6619665595c75a99ab3187517f8f802,0.06721871700761138,2,-0.33008526187576126,0.2870164227282477,125588,2,5.26454330086835,10.410160316468282
ablation,monthly,KGHM,2017-06,linear,F1,none,,20,368297dcc195101f5141166f157fe9b5e6619665595c75a99ab3187517f8f802,0.09873023849349889,3,-0.33008526187576126,0.2870164227282477,115687,2,5.26454330086835,10.410160316468282
ablation,monthly,KGHM,2017-06,linear,F1,none,,20,368297dcc195101f5141166f157fe9b5e6619665595c75a99ab3187517f8f802,0.09517449818722659,1,-0.33008526187576126,0.2870164227282477,116230,3,5.26454330086835,10.410160316468282
ablation,monthly,KGHM,2017-06,linear,F1,none,,20,368297dcc195101f5141166f157fe9b5e6619665595c75a99ab3187517f8f802,0.0631848204040505,2,-0.33008526187576126,0.2870164227282477,140844,3,5.26454330086835,10.410160316468282
ablation,monthly,KGHM,2017-06,linear,F1,none,,20,368297dcc195101f5141166f157fe9b5e6619665595c75a99ab3187517f8f802,0.08590112464148993,3,-0.33008526187576126,0.2870164227282477,151044,3,5.26454330086835,10.410160316468282
ablation,monthly,KGHM,2017-06,linear,F2,none,,20,b2bd87b01cd6f2fe70b1b8c49af4f8418325af472da84b954bb21db7cd73dcdc,0.14188156551879086,1,-0.33008526187576126,0.2870164227282477,93719,1,5.26454330086835,10.410160316468282
ablation,monthly,KGHM,2017-06,linear,F2,none,,20,b2bd87b01cd6f2fe70b1b8c49af4f8418325af472da84b954bb21db7cd73dcdc,0.0900789333158314,2,-0.33008526187576126,0.2870164227282477,78250,1,5.26454330086835,10.410160316468282
ablation,monthly,KGHM,2017-06,linear,F2,none,,20,b2bd87b01cd6f2fe70b1b8c49af4f8418325af472da84b954bb21db7cd73dcdc,0.1279917032897519,3,-0.33008526187576126,0.2870164227282477,88666,1,5.26454330086835,10.410160316468282
ablation,monthly,KGHM,2017-06,linear,F2,none,,20,b2bd87b01cd6f2fe70b1b8c49af4f8418325af472da84b954bb21db7cd73dcdc,0.10748628167018863,1,-0.33008526187576126,0.2870164227282477,104537,2,5.26454330086835,10.410160316468282
ablation,monthly,KGHM,2017-06,linear,F2,none,,20,b2bd87b01cd6f2fe70b1b8c49af4f8418325af472da84b954bb21db7cd73dcdc,0.06709174387104473,2,-0.33008526187576126,0.2870164227282477,125588,2,5.26454330086835,10.410160316468282
ablation,monthly,KGHM,2017-06,linear,F2,none,,20,b2bd87b01cd6f2fe70b1b8c49af4f8418325af472da84b954bb21db7cd73dcdc,0.09800297203137136,3,-0.33008526187576126,0.2870164227282477,115687,2,5.26454330086835,10.410160316468282
ablation,monthly,KGHM,2017-06,linear,F2,none,,20,b2bd87b01cd6f2fe70b1b8c49af4f8418325af472da84b954bb21db7cd73dcdc,0.09581101931312573,1,-0.33008526187576126,0.2870164227282477,116230,3,5.26454330086835,10.410160316468282
ablation,monthly,KGHM,2017-06,linear,F2,none,,20,b2bd87b01cd6f2fe70b1b8c49af4f8418325af472da84b954bb21db7cd73dcdc,0.06537894931130121,2,-0.33008526187576126,0.2870164227282477,140844,3,5.26454330086835,10.410160316468282
ablation,monthly,KGHM,2017-06,linear,F2,none,,20,b2bd87b01cd6f2fe70b1b8c49af4f8418325af472da84b954bb21db7cd73dcdc,0.08648740793863548,3,-0.33008526187576126,0.2870164227282477,151044,3,5.26454330086835,10.410160316468282
ablation,monthly,KGHM,2017-06,linear,F3,none,,20,acebcb38ca36ee771a14ba2638d7c058b593f4a94cfdc504d1a3430dfdb8761b,0.14596027327534614,1,-0.33008526187576126,0.2870164227282477,93719,1,5.26454330086835,10.410160316468282
ablation,monthly,KGHM,2017-06,linear,F3,none,,20,acebcb38ca36ee771a14ba2638d7c058b593f4a94cfdc504d1a3430dfdb8761b,0.09552929964717544,2,-0.33008526187576126,0.2870164227282477,78250,1,5.26454330086835,10.410160316468282
