task_id,symbol,month,horizon,model,control_seed,feature,normalized_gain
7fe8ad67d2e0c914326f4d8a3e916862bf34c27e862a0efe9e24fe4123b210a5,PEKAO,2017-09,20,xgboost,,microprice_minus_mid_bps,0.2965837745659609
7fe8ad67d2e0c914326f4d8a3e916862bf34c27e862a0efe9e24fe4123b210a5,PEKAO,2017-09,20,xgboost,,ofi_l1_norm,0.11901282206345723
7fe8ad67d2e0c914326f4d8a3e916862bf34c27e862a0efe9e24fe4123b210a5,PEKAO,2017-09,20,xgboost,,spread_bps,0.05268777872138543
7fe8ad67d2e0c914326f4d8a3e916862bf34c27e862a0efe9e24fe4123b210a5,PEKAO,2017-09,20,xgboost,,top_imbalance,0.5048667237461589
c2351d389dca2a4c11629e705c7ac6e857a0e7a4e961e50874db17e85fb7465e,PEKAO,2017-09,50,xgboost,,depth_imbalance,0.03566244800349198
c2351d389dca2a4c11629e705c7ac6e857a0e7a4e961e50874db17e85fb7465e,PEKAO,2017-09,50,xgboost,,microprice_minus_mid_bps,0.2681510707726764
c2351d389dca2a4c11629e705c7ac6e857a0e7a4e961e50874db17e85fb7465e,PEKAO,2017-09,50,xgboost,,ofi_l1_norm,0.13398250557105462
c2351d389dca2a4c11629e705c7ac6e857a0e7a4e961e50874db17e85fb7465e,PEKAO,2017-09,50,xgboost,,spread_bps,0.04540556256907139
c2351d389dca2a4c11629e705c7ac6e857a0e7a4e961e50874db17e85fb7465e,PEKAO,2017-09,50,xgboost,,top_imbalance,0.5167984130837056
18b3ebe8f8c541940115dcf37d2ec052bddb4b20e9f4ecb3216b006a4b4ddcad,PEKAO,2017-11,10,xgboost,,depth_imbalance,0.04590512095544518
18b3ebe8f8c541940115dcf37d2ec052bddb4b20e9f4ecb3216b006a4b4ddcad,PEKAO,2017-11,10,xgboost,,microprice_minus_mid_bps,0.2905742058096511
18b3ebe8f8c541940115dcf37d2ec052bddb4b20e9f4ecb3216b006a4b4ddcad,PEKAO,2017-11,10,xgboost,,ofi_l1_norm,0.13048879351150944
18b3ebe8f8c541940115dcf37d2ec052bddb4b20e9f4ecb3216b006a4b4ddcad,PEKAO,2017-11,10,xgboost,,spread_bps,0.05728088742303046
18b3ebe8f8c541940115dcf37d2ec052bddb4b20e9f4ecb3216b006a4b4ddcad,PEKAO,2017-11,10,xgboost,,top_imbalance,0.47575099230036383
75f9142bdf4cf26d6783cada30d1f30dc5054ab49d14e75351b024224f1d3184,PEKAO,2017-11,20,xgboost,,depth_imbalance,0.035190675373090854
75f9142bdf4cf26d6783cada30d1f30dc5054ab49d14e75351b024224f1d3184,PEKAO,2017-11,20,xgboost,,microprice_minus_mid_bps,0.32379659804607985
