adverse_before_fill,control_seed,eligible_decisions,fill_before_adverse,fill_probability,fills,horizon,interpretation,latency,markout_1,markout_10,markout_10_observations,markout_1_observations,markout_5,markout_5_observations,markout_remaining,markout_remaining_observations,mean_fill_time,mean_queue_ahead,median_fill_time,median_queue_ahead,model,month,no_event_fraction,placed_orders,queue_ahead_p10,queue_ahead_p90,simultaneous,spread_1,spread_10,spread_10_observations,spread_1_observations,spread_5,spread_5_observations,spread_remaining,spread_remaining_observations,symbol,unfilled_fraction,zero_signal_decisions
0.0906575577,,579356,0.0258959949,0.0309447041,17928,20,reset,0,-0.2629639307,-0.5972559029,17928,17928,-0.4020059,17928,-0.3944075603,17928,14.1188643463,831.8548353689,15.0,585.0,linear,2017-04,0.8814424982,579356,165.0,1664.0,0.0020039492,5.0423448737,4.373801379,17928,17928,4.764250465,17928,4.7794804296,17928,PEKAO,0.9690552959,0
0.0906264887,,579356,0.0254610291,0.0304234357,17626,20,reset,0,-0.2379514383,-0.5602977341,17626,17626,-0.3620561174,17626,-0.3622324737,17626,14.1667990469,821.6290501868,15.0,576.0,xgboost,2017-04,0.8819585885,579356,158.0,1651.0,0.0019538936,5.1413544409,4.4966908799,17626,17626,4.8931207159,17626,4.8927971598,17626,PEKAO,0.9695765643,0
0.094755211,,579356,0.0275271163,0.0336839525,19515,20,reset,1,-0.2403555151,-0.5502665283,19515,19515,-0.3567569933,19515,-0.3455214929,17751,13.821829362,819.2255280001,14.0,575.0,linear,2017-04,0.875634325,579356,152.0,1650.0,0.0020833477,4.7578094061,4.138026272,19515,19515,4.5250017795,19515,4.5076375327,17751,PEKAO,0.9663160475,0
0.0943185192,,579356,0.0269885873,0.0327259923,18960,20,reset,1,-0.2218692467,-0.5295615969,18960,18960,-0.3344283082,18960,-0.324449086,17230,13.940664557,810.5347368457,15.0,565.0,xgboost,2017-04,0.8766388887,579356,147.0,1637.0,0.0020540048,4.9731422383,4.3577905827,18960,18960,4.7480088474,18960,4.7353616333,17230,PEKAO,0.9672740077,0
0.1026122108,,579356,0.0314676986,0.0388914588,22532,20,reset,5,-0.223226344,-0.5220068523,22529,22532,-0.337477596,22529,-0.23805863,13377,13.6066483224,786.6410773341,14.0,543.0,linear,2017-04,0.8636365206,579356,134.0,1605.0,0.00228357,4.6028348606,4.003522059,22529,22532,4.3725451422,22529,4.2967804663,13377,PEKAO,0.9611085412,0
0.1028331458,,579356,0.0309326217,0.0380991998,22073,20,reset,5,-0.2149025571,-0.5119194161,22070,22073,-0.3322011421,22070,-0.2187674632,13028,13.6771621438,779.3845959997,14.0,534.0,xgboost,2017-04,0.8640110744,579356,130.0,1592.0,0.0022231581,4.7518195568,4.1560160741,22070,22073,4.5154167596,22070,4.5496559197,13028,PEKAO,0.9619008002,0
0.1767262826,,578816,0.0989416326,0.1236800641,71588,50,reset,0,-0.3142748641,-0.7784447898,71588,71588,-0.5751947986,71588,-0.9193772144,71588,30.1746382075,831.471429608,31.0,585.0,linear,2017-04,0.7159235405,578816,166.0,1664.0,0.0084085443,5.6982596524,4.7699364826,71588,71588,5.1764378336,71588,4.4880217082,71588,PEKAO,0.8763199359,0
0.1767953892,,578816,0.0992111483,0.1244678793,72044,50,reset,0,-0.3113365251,-0.7755412416,72044,72044,-0.5627219075,72044,-0.8985895224,72044,30.2312059297,817.9989806778,31.0,571.0,xgboost,2017-04,0.7155451819,578816,155.0,1647.0,0.0084482806,5.7899755174,4.8615921836,72044,72044,5.2872083916,72044,4.6154480439,72044,PEKAO,0.8755321207,0
0.1815913866,,578816,0.1017957347,0.1282410991,74228,50,reset,1,-0.3063014574,-0.754240802,74228,74228,-0.5545423831,74228,-0.8859541006,72470,29.7966670259,818.7930395843,30.0,574.0,linear,2017-04,0.7080073806,578816,152.0,1649.0,0.0086054981,5.6019085366,4.7060476148,74228,74228,5.1054455638,74228,4.4206203618,72470,PEKAO,0.8717589009,0
0.1816224845,,578816,0.1017957347,0.1286799259,74482,50,reset,1,-0.3057424397,-0.7581276341,74482,74482,-0.5485473003,74482,-0.8733589704,72688,29.8956929191,806.8537410852,30.0,561.0,xgboost,2017-04,0.707938274,578816,144.0,1633.0,0.0086435067,5.6897490175,4.7850050561,74482,74482,5.2041465874,74482,4.5293099115,72688,PEKAO,0.8713200741,0
0.1921940651,,578816,0.1097930949,0.1389923568,80451,50,reset,5,-0.3018553823,-0.7265935715,80451,80451,-0.5378347127,80451,-0.8249236798,71156,29.2962797231,786.1428035852,30.0,542.0,linear,2017-04,0.6889063191,578816,134.0,1604.0,0.0091065209,5.4998843155,4.650416066,80451,80451,5.0279407825,80451,4.3162732094,71156,PEKAO,0.8610076432,0
0.192601794,,578816,0.1095564048,0.1394812859,80734,50,reset,5,-0.3051333993,-0.7355240503,80734,80734,-0.5363385032,80734,-0.8156009891,71332,29.3632050933,776.250618504,30.0,532.0,xgboost,2017-04,0.68870591,578816,128.0,1589.5,0.0091358912,5.560006659,4.6992471153,80734,80734,5.0976094357,80734,4.3869268948,71332,PEKAO,0.8605187141,0
0.0432804004,,657688,0.0077848463,0.0092201773,6064,10,retain,0,-0.2003467472,-0.2891327242,6064,6064,-0.1908594336,6064,-0.0964380485,6064,7.7371372032,1046.0380529978,8.0,696.0,linear,2017-06,0.9485014171,657688,200.0,2117.0,0.0004333362,4.3286412212,4.1509735889,6064,6064,4.3476150559,6064,4.5364621937,6064,PEKAO,0.9907798227,0
0.042247996,,657688,0.0075734999,0.0089023975,5855,10,retain,0,-0.1743610799,-0.2484266808,5855,5855,-0.1549581408,5855,-0.0719233699,5855,7.8051238258,1031.961519748,8.0,682.0,xgboost,2017-06,0.9497679751,657688,198.0,2095.0,0.000410529,4.3052534439,4.157047792,5855,5855,4.3440900599,5855,4.5101506874,5855,PEKAO,0.9910976025,0
0.0705182397,7.0,657688,0.0213490287,0.0260032112,17102,10,retain,0,-0.1776105242,-0.3476429074,17102,17102,-0.2246426031,17102,-0.1509111689,17102,7.2606712665,690.3382470107,8.0,409.0,xgboost,2017-06,0.9070167009,657688,68.0,1511.0,0.0011160307,3.0710113617,2.7309197314,17102,17102,2.9769496603,17102,3.124420647,17102,PEKAO,0.9739967888,0
0.0463137536,,657688,0.0095957354,0.0115145783,7573,10,retain,1,-0.1330534914,-0.241185132,7573,7573,-0.1268616862,7573,-0.0270501554,6106,7.493859765,1026.7700627045,8.0,680.0,linear,2017-06,0.9435963557,657688,186.0,2095.0,0.0004941553,4.0430128488,3.8266557081,7573,7573,4.0554023422,7573,4.1958219218,6106,PEKAO,0.9884854217,0
0.0454516427,,657688,0.0091578378,0.0109763292,7219,10,retain,1,-0.1208615605,-0.223451244,7219,7219,-0.1084293064,7219,-0.0195938357,5764,7.5370549938,1014.6973580178,8.0,670.0,xgboost,2017-06,0.9449206919,657688,181.0,2071.0,0.0004698276,4.0453047773,3.8400363261,7219,7219,4.070196108,7219,4.1966592488,5764,PEKAO,0.9890236708,0
0.0692744888,7.0,657688,0.021127039,0.0255151379,16781,10,retain,1,-0.1823389648,-0.3578390908,16781,16781,-0.2278764462,16781,-0.1323320311,13779,7.3012931291,691.1391632507,8.0,410.0,xgboost,2017-06,0.9085219739,657688,69.0,1513.0,0.0010764983,3.1165840029,2.7655597682,16781,16781,3.0255123816,16781,3.1231775915,13779,PEKAO,0.9744848621,0
0.0541457348,,657688,0.0123113087,0.0150314435,9886,10,retain,5,-0.131868112,-0.2765406062,9886,9886,-0.1447864399,9886,0.0685840524,2106,7.4025895205,979.8519541181,8.0,640.0,linear,2017-06,0.9329393269,657688,149.0,2035.0,0.0006036297,3.6220506431,3.3326443071,9886,9886,3.5962460209,9886,3.6100194747,2106,PEKAO,0.9849685565,0
0.0534691221,,657688,0.0121318923,0.0147501551,9701,10,retain,5,-0.1370369095,-0.2657804864,9701,9701,-0.1525501655,9701,0.0781454932,1983,7.4362436862,969.3863853377,8.0,630.0,xgboost,2017-06,0.9338075197,657688,145.0,2011.0,0.0005914659,3.6012393555,3.3437025997,9701,9701,3.5702587585,9701,3.5689571012,1983,PEKAO,0.9852498449,0
0.0684807994,7.0,657688,0.0209263359,0.025133498,16530,10,retain,5,-0.1518541981,-0.3462790979,16530,16530,-0.1997237707,16530,0.0321889169,3779,7.3173623714,692.1051623262,8.0,409.0,xgboost,2017-06,0.9095619808,657688,72.0,1515.0,0.0010308839,3.2127319995,2.8238355714,16530,16530,3.1169909087,16530,2.9909195575,3779,PEKAO,0.974866502,0
0.0794201479,,657478,0.0325425337,0.0391587247,25746,20,retain,0,-0.2797007045,-0.5774915389,25746,25746,-0.4210049682,25746,-0.3912519646,25746,13.9820166239,1046.171935791,15.0,696.0,linear,2017-06,0.8862547492,657478,200.0,2117.0,0.0017825692,4.3952485216,3.7996571816,25746,25746,4.1126529188,25746,4.1721331124,25746,PEKAO,0.9608412753,0
0.1167263391,7.0,657478,0.0656660755,0.0789410444,51902,20,retain,0,-0.2525706682,-0.5102316348,51902,51902,-0.3956278645,51902,-0.3862791781,51902,12.9901159878,700.4686544645,13.0,416.0,xgboost,2017-06,0.8140409261,657478,86.0,1509.0,0.0035666593,3.7459406887,3.2306142685,51902,51902,3.4598262331,51902,3.4785171021,51902,PEKAO,0.9210589556,0
0.1099276326,29.0,657478,0.0577905268,0.0703399962,46247,20,retain,0,-0.2694050812,-0.5075826183,46247,46247,-0.4161390793,46247,-0.3978827442,46247,13.0201526586,757.9004362123,13.0,456.0,xgboost,2017-06,0.829061961,657478,86.0,1650.0,0.0032198796,3.9560636531,3.479663064,46247,46247,3.6625617405,46247,3.699070898,46247,PEKAO,0.9296600038,0
0.0778246573,,657478,0.0325699111,0.0390659459,25685,20,retain,0,-0.2715890077,-0.5681675993,25685,25685,-0.4211142955,25685,-0.3853322852,25685,14.0238660697,1031.8233142402,15.0,682.0,xgboost,2017-06,0.8878122158,657478,198.0,2095.0,0.0017932159,4.4083708623,3.8152021077,25685,25685,4.1093312804,25685,4.1808723467,25685,PEKAO,0.9609340541,0
0.1209774319,17.0,657478,0.0650911513,0.0804331095,52883,20,retain,0,-0.2960651335,-0.546494884,52883,52883,-0.4490646039,52883,-0.4383161117,52883,12.8859746989,684.0836271328,13.0,401.0,xgboost,2017-06,0.810174637,657478,82.0,1497.0,0.0037567797,3.7615346766,3.2606807549,52883,52883,3.4555401152,52883,3.4770343803,52883,PEKAO,0.9195668905,0
0.0832164726,,657478,0.0359783902,0.0436927167,28727,20,retain,1,-0.2553318713,-0.5357345969,28727,28727,-0.3817928882,28727,-0.3418068985,26273,13.6444111811,1026.8594599363,14.0,680.0,linear,2017-06,0.8788765556,657478,186.0,2095.0,0.0019285816,4.2627599997,3.701938688,28727,28727,4.0098509284,28727,4.0570371013,26273,PEKAO,0.9563072833,0
0.1170016335,7.0,657478,0.0655428775,0.0790110087,51948,20,retain,1,-0.2565788677,-0.5148694806,51948,51948,-0.3971936073,51948,-0.37649126,48352,12.9401324401,697.8360994588,13.0,413.0,xgboost,2017-06,0.8138523266,657478,86.0,1507.3,0.0036031624,3.7780525028,3.2614680893,51948,51948,3.496820348,51948,3.4751967613,48352,PEKAO,0.9209889913,0
0.1109816602,29.0,657478,0.0580004198,0.0707293628,46503,20,retain,1,-0.2700720638,-0.5065243236,46503,46503,-0.4195670774,46503,-0.3811858592,43175,13.0066017246,754.8577427686,13.0,453.0,xgboost,2017-06,0.8277858727,657478,86.0,1646.0,0.0032320473,3.9757801573,3.5028320008,46503,46503,3.6767584128,46503,3.6960891855,43175,PEKAO,0.9292706372,0
0.0817928509,,657478,0.0354977657,0.043099541,28337,20,retain,1,-0.2554721671,-0.5423840527,28337,28337,-0.3944094266,28337,-0.3467159716,25882,13.7171895402,1014.6144905229,14.0,670.0,xgboost,2017-06,0.8808020953,657478,181.0,2070.0,0.0019072882,4.3038664697,3.7300253764,28337,28337,4.0259994905,28337,4.0847533138,25882,PEKAO,0.956900459,0
0.1203188548,17.0,657478,0.0650789836,0.0802308214,52750,20,retain,1,-0.2957046765,-0.5420885622,52750,52750,-0.4515061284,52750,-0.4264734152,49124,12.8951469194,683.9706362798,13.0,401.0,xgboost,2017-06,0.8108499448,657478,82.0,1495.0,0.0037522168,3.7856858534,3.292923737,52750,52750,3.4740861375,52750,3.473165504,49124,PEKAO,0.9197691786,0
0.093391718,,657478,0.0426523777,0.0524914902,34512,20,retain,5,-0.2516722638,-0.5139602471,34512,34512,-0.3707859803,34512,-0.2417232131,21321,13.355470561,979.8633034109,14.0,640.0,linear,2017-06,0.8617444234,657478,149.0,2035.0,0.0022114808,3.9657741939,3.4411963117,34512,34512,3.7275687194,34512,3.7037809107,21321,PEKAO,0.9475085098,0
0.1168175969,7.0,657478,0.0648325876,0.0784954021,51609,20,retain,5,-0.2556276075,-0.5165303806,51609,51609,-0.4058054521,51609,-0.2804408273,33562,12.9346431824,695.1470558711,13.0,411.0,xgboost,2017-06,0.8147131919,657478,85.0,1502.0,0.0036366236,3.8236689424,3.3018623603,51609,51609,3.5233055701,51609,3.457630751,33562,PEKAO,0.9215045979,0
0.1130243141,29.0,657478,0.0591289747,0.0722853084,47526,20,retain,5,-0.2646698252,-0.5088821885,47526,47526,-0.4212015605,47526,-0.2881493023,30633,13.0013045491,746.2290008183,13.0,446.0,xgboost,2017-06,0.8245964124,657478,86.0,1631.0,0.0032502989,3.9454057427,3.4569495791,47526,47526,3.632307801,47526,3.5850011666,30633,PEKAO,0.9277146916,0
0.0921673425,,657478,0.0426067488,0.0522724715,34368,20,retain,5,-0.2476378514,-0.5173380929,34368,34368,-0.3762821684,34368,-0.2465490772,21185,13.3816922719,969.0585996794,14.0,630.0,xgboost,2017-06,0.8630433262,657478,146.0,2010.0,0.0021825825,4.012702933,3.4732963228,34368,34368,3.7554245854,34368,3.7153776491,21185,PEKAO,0.9477275285,0
0.1187522624,17.0,657478,0.0651261335,0.0799311916,52553,20,retain,5,-0.295837888,-0.5370881779,52553,52553,-0.4517496357,52553,-0.3319280593,34262,12.9159134588,682.3875490891,13.0,402.0,xgboost,2017-06,0.8123541776,657478,81.0,1491.0,0.0037674264,3.8076422381,3.3251381249,52553,52553,3.4958158283,52553,3.4308285855,34262,PEKAO,0.9200688084,0
0.1570211069,,656848,0.125353202,0.1551698414,101923,50,retain,0,-0.3207108752,-0.7593801262,101920,101923,-0.6055014283,101920,-0.8886029933,101923,30.0540996635,1046.2488764524,30.0,696.0,linear,2017-06,0.7097730373,656848,200.0,2116.0,0.0078526539,5.0977004924,4.2203589096,101920,101923,4.5281397926,101920,3.9618673218,101923,PEKAO,0.8448301586,0
0.1556524493,,656848,0.1283645531,0.1577457798,103615,50,retain,0,-0.3079135059,-0.7498256629,103612,103615,-0.6107058185,103612,-0.886704352,103615,29.9797423153,1026.6020738436,30.0,678.0,xgboost,2017-06,0.7081714491,656848,193.0,2087.0,0.0078115485,5.1787336493,4.2948791215,103612,103615,4.5731420089,103612,4.0210667605,103615,PEKAO,0.8422542202,0
0.2031337539,7.0,656848,0.1749750323,0.2212871167,145352,50,retain,0,-0.2902177792,-0.6793669855,145349,145352,-0.5754395972,145349,-0.870587507,145352,27.6865265012,742.5966646774,28.0,453.0,xgboost,2017-06,0.6103771344,656848,86.0,1609.0,0.0115140794,4.7653937567,3.9870270703,145349,145352,4.1949114443,145349,3.6045600952,145352,PEKAO,0.7787128833,0
0.1615076852,,656848,0.1301579665,0.1619156943,106354,50,retain,1,-0.311918982,-0.7360203906,106350,106354,-0.5840974365,106350,-0.8583055268,103877,29.538682137,1026.8902957762,30.0,680.0,linear,2017-06,0.7001939566,656848,186.0,2095.0,0.0081403917,5.0402763458,4.1920570979,106350,106354,4.4959271413,106350,3.9196979047,103877,PEKAO,0.8380843057,0
0.1600857428,,656848,0.132438555,0.163742601,107554,50,retain,1,-0.3034939183,-0.7356796463,107550,107554,-0.5954500554,107550,-0.8635166163,105076,29.5327463414,1009.7534330621,30.0,665.0,xgboost,2017-06,0.699412954,656848,180.0,2064.0,0.0080627482,5.1197688398,4.2553570525,107550,107554,4.5358405887,107550,3.9707125711,105076,PEKAO,0.836257399,0
0.2026968187,7.0,656848,0.1749658977,0.2210526636,145198,50,retain,1,-0.2907997418,-0.6792132303,145194,145198,-0.5747819503,145194,-0.8637932947,142371,27.718067742,739.2454647042,28.0,451.0,xgboost,2017-06,0.6108201593,656848,86.0,1602.0,0.0115171242,4.7895162872,4.0126112975,145194,145198,4.2215024107,145194,3.6162204705,142371,PEKAO,0.7789473364,0
0.1738895452,,656848,0.1414315032,0.1775205223,116604,50,retain,5,-0.3071433944,-0.7084970779,116596,116604,-0.5619153559,116596,-0.8001363934,103556,28.8047579843,979.7956087253,29.0,640.0,linear,2017-06,0.6759539498,656848,149.0,2034.0,0.0087250018,4.8977609454,4.0949956194,116596,116604,4.3881791491,116596,3.7535344001,103556,PEKAO,0.8224794777,0
0.1727599079,,656848,0.143608567,0.1793428617,117801,50,retain,5,-0.2999631164,-0.7081169962,117793,117801,-0.5715980242,117793,-0.8063268642,104732,28.7628458162,965.3494811585,29.0,626.0,xgboost,2017-06,0.6750039583,656848,144.0,2004.0,0.0086275668,4.959207936,4.1428259466,117793,117801,4.4158843357,117793,3.7926268645,104732,PEKAO,0.8206571383,0
0.2032677271,7.0,656848,0.1765735756,0.2228597788,146385,50,retain,5,-0.2876535249,-0.6704840453,146377,146385,-0.5692993922,146377,-0.8228092703,131807,27.6504150015,730.0584320878,28.0,444.0,xgboost,2017-06,0.6084101649,656848,86.0,1586.0,0.0117485324,4.7874613402,4.0216764032,146377,146385,4.2240730823,146377,3.5831895297,131807,PEKAO,0.7771402212,0
0.0432804004,,657688,0.0077848463,0.0092201773,6064,10,reset,0,-0.2003467472,-0.2891327242,6064,6064,-0.1908594336,6064,-0.0964380485,6064,7.7371372032,1046.0380529978,8.0,696.0,linear,2017-06,0.9485014171,657688,200.0,2117.0,0.0004333362,4.3286412212,4.1509735889,6064,6064,4.3476150559,6064,4.5364621937,6064,PEKAO,0.9907798227,0
0.042247996,,657688,0.0075734999,0.0089023975,5855,10,reset,0,-0.1743610799,-0.2484266808,5855,5855,-0.1549581408,5855,-0.0719233699,5855,7.8051238258,1031.961519748,8.0,682.0,xgboost,2017-06,0.9497679751,657688,198.0,2095.0,0.000410529,4.3052534439,4.157047792,5855,5855,4.3440900599,5855,4.5101506874,5855,PEKAO,0.9910976025,0
0.0705182397,7.0,657688,0.0213490287,0.0260032112,17102,10,reset,0,-0.1776105242,-0.3476429074,17102,17102,-0.2246426031,17102,-0.1509111689,17102,7.2606712665,690.3382470107,8.0,409.0,xgboost,2017-06,0.9070167009,657688,68.0,1511.0,0.0011160307,3.0710113617,2.7309197314,17102,17102,2.9769496603,17102,3.124420647,17102,PEKAO,0.9739967888,0
0.0463137536,,657688,0.0095957354,0.0115145783,7573,10,reset,1,-0.1330534914,-0.241185132,7573,7573,-0.1268616862,7573,-0.0270501554,6106,7.493859765,1026.7700627045,8.0,680.0,linear,2017-06,0.9435963557,657688,186.0,2095.0,0.0004941553,4.0430128488,3.8266557081,7573,7573,4.0554023422,7573,4.1958219218,6106,PEKAO,0.9884854217,0
0.0454516427,,657688,0.0091578378,0.0109763292,7219,10,reset,1,-0.1208615605,-0.223451244,7219,7219,-0.1084293064,7219,-0.0195938357,5764,7.5370549938,1014.6973580178,8.0,670.0,xgboost,2017-06,0.9449206919,657688,181.0,2071.0,0.0004698276,4.0453047773,3.8400363261,7219,7219,4.070196108,7219,4.1966592488,5764,PEKAO,0.9890236708,0
0.0692744888,7.0,657688,0.021127039,0.0255151379,16781,10,reset,1,-0.1823389648,-0.3578390908,16781,16781,-0.2278764462,16781,-0.1323320311,13779,7.3012931291,691.1391632507,8.0,410.0,xgboost,2017-06,0.9085219739,657688,69.0,1513.0,0.0010764983,3.1165840029,2.7655597682,16781,16781,3.0255123816,16781,3.1231775915,13779,PEKAO,0.9744848621,0
0.0541457348,,657688,0.0123113087,0.0150314435,9886,10,reset,5,-0.131868112,-0.2765406062,9886,9886,-0.1447864399,9886,0.0685840524,2106,7.4025895205,979.8519541181,8.0,640.0,linear,2017-06,0.9329393269,657688,149.0,2035.0,0.0006036297,3.6220506431,3.3326443071,9886,9886,3.5962460209,9886,3.6100194747,2106,PEKAO,0.9849685565,0
0.0534691221,,657688,0.0121318923,0.0147501551,9701,10,reset,5,-0.1370369095,-0.2657804864,9701,9701,-0.1525501655,9701,0.0781454932,1983,7.4362436862,969.3863853377,8.0,630.0,xgboost,2017-06,0.9338075197,657688,145.0,2011.0,0.0005914659,3.6012393555,3.3437025997,9701,9701,3.5702587585,9701,3.5689571012,1983,PEKAO,0.9852498449,0
0.0684807994,7.0,657688,0.0209263359,0.025133498,16530,10,reset,5,-0.1518541981,-0.3462790979,16530,16530,-0.1997237707,16530,0.0321889169,3779,7.3173623714,692.1051623262,8.0,409.0,xgboost,2017-06,0.9095619808,657688,72.0,1515.0,0.0010308839,3.2127319995,2.8238355714,16530,16530,3.1169909087,16530,2.9909195575,3779,PEKAO,0.974866502,0
0.0794201479,,657478,0.0325425337,0.0391587247,25746,20,reset,0,-0.2797007045,-0.5774915389,25746,25746,-0.4210049682,25746,-0.3912519646,25746,13.9820166239,1046.171935791,15.0,696.0,linear,2017-06,0.8862547492,657478,200.0,2117.0,0.0017825692,4.3952485216,3.7996571816,25746,25746,4.1126529188,25746,4.1721331124,25746,PEKAO,0.9608412753,0
0.1167263391,7.0,657478,0.0656660755,0.0789410444,51902,20,reset,0,-0.2525706682,-0.5102316348,51902,51902,-0.3956278645,51902,-0.3862791781,51902,12.9901159878,700.4686544645,13.0,416.0,xgboost,2017-06,0.8140409261,657478,86.0,1509.0,0.0035666593,3.7459406887,3.2306142685,51902,51902,3.4598262331,51902,3.4785171021,51902,PEKAO,0.9210589556,0
0.1099276326,29.0,657478,0.0577905268,0.0703399962,46247,20,reset,0,-0.2694050812,-0.5075826183,46247,46247,-0.4161390793,46247,-0.3978827442,46247,13.0201526586,757.9004362123,13.0,456.0,xgboost,2017-06,0.829061961,657478,86.0,1650.0,0.0032198796,3.9560636531,3.479663064,46247,46247,3.6625617405,46247,3.699070898,46247,PEKAO,0.9296600038,0
0.0778246573,,657478,0.0325699111,0.0390659459,25685,20,reset,0,-0.2715890077,-0.5681675993,25685,25685,-0.4211142955,25685,-0.3853322852,25685,14.0238660697,1031.8233142402,15.0,682.0,xgboost,2017-06,0.8878122158,657478,198.0,2095.0,0.0017932159,4.4083708623,3.8152021077,25685,25685,4.1093312804,25685,4.1808723467,25685,PEKAO,0.9609340541,0
0.1209774319,17.0,657478,0.0650911513,0.0804331095,52883,20,reset,0,-0.2960651335,-0.546494884,52883,52883,-0.4490646039,52883,-0.4383161117,52883,12.8859746989,684.0836271328,13.0,401.0,xgboost,2017-06,0.810174637,657478,82.0,1497.0,0.0037567797,3.7615346766,3.2606807549,52883,52883,3.4555401152,52883,3.4770343803,52883,PEKAO,0.9195668905,0
0.0832164726,,657478,0.0359783902,0.0436927167,28727,20,reset,1,-0.2553318713,-0.5357345969,28727,28727,-0.3817928882,28727,-0.3418068985,26273,13.6444111811,1026.8594599363,14.0,680.0,linear,2017-06,0.8788765556,657478,186.0,2095.0,0.0019285816,4.2627599997,3.701938688,28727,28727,4.0098509284,28727,4.0570371013,26273,PEKAO,0.9563072833,0
0.1170016335,7.0,657478,0.0655428775,0.0790110087,51948,20,reset,1,-0.2565788677,-0.5148694806,51948,51948,-0.3971936073,51948,-0.37649126,48352,12.9401324401,697.8360994588,13.0,413.0,xgboost,2017-06,0.8138523266,657478,86.0,1507.3,0.0036031624,3.7780525028,3.2614680893,51948,51948,3.496820348,51948,3.4751967613,48352,PEKAO,0.9209889913,0
0.1109816602,29.0,657478,0.0580004198,0.0707293628,46503,20,reset,1,-0.2700720638,-0.5065243236,46503,46503,-0.4195670774,46503,-0.3811858592,43175,13.0066017246,754.8577427686,13.0,453.0,xgboost,2017-06,0.8277858727,657478,86.0,1646.0,0.0032320473,3.9757801573,3.5028320008,46503,46503,3.6767584128,46503,3.6960891855,43175,PEKAO,0.9292706372,0
0.0817928509,,657478,0.0354977657,0.043099541,28337,20,reset,1,-0.2554721671,-0.5423840527,28337,28337,-0.3944094266,28337,-0.3467159716,25882,13.7171895402,1014.6144905229,14.0,670.0,xgboost,2017-06,0.8808020953,657478,181.0,2070.0,0.0019072882,4.3038664697,3.7300253764,28337,28337,4.0259994905,28337,4.0847533138,25882,PEKAO,0.956900459,0
0.1203188548,17.0,657478,0.0650789836,0.0802308214,52750,20,reset,1,-0.2957046765,-0.5420885622,52750,52750,-0.4515061284,52750,-0.4264734152,49124,12.8951469194,683.9706362798,13.0,401.0,xgboost,2017-06,0.8108499448,657478,82.0,1495.0,0.0037522168,3.7856858534,3.292923737,52750,52750,3.4740861375,52750,3.473165504,49124,PEKAO,0.9197691786,0
0.093391718,,657478,0.0426523777,0.0524914902,34512,20,reset,5,-0.2516722638,-0.5139602471,34512,34512,-0.3707859803,34512,-0.2417232131,21321,13.355470561,979.8633034109,14.0,640.0,linear,2017-06,0.8617444234,657478,149.0,2035.0,0.0022114808,3.9657741939,3.4411963117,34512,34512,3.7275687194,34512,3.7037809107,21321,PEKAO,0.9475085098,0
0.1168175969,7.0,657478,0.0648325876,0.0784954021,51609,20,reset,5,-0.2556276075,-0.5165303806,51609,51609,-0.4058054521,51609,-0.2804408273,33562,12.9346431824,695.1470558711,13.0,411.0,xgboost,2017-06,0.8147131919,657478,85.0,1502.0,0.0036366236,3.8236689424,3.3018623603,51609,51609,3.5233055701,51609,3.457630751,33562,PEKAO,0.9215045979,0
0.1130243141,29.0,657478,0.0591289747,0.0722853084,47526,20,reset,5,-0.2646698252,-0.5088821885,47526,47526,-0.4212015605,47526,-0.2881493023,30633,13.0013045491,746.2290008183,13.0,446.0,xgboost,2017-06,0.8245964124,657478,86.0,1631.0,0.0032502989,3.9454057427,3.4569495791,47526,47526,3.632307801,47526,3.5850011666,30633,PEKAO,0.9277146916,0
0.0921673425,,657478,0.0426067488,0.0522724715,34368,20,reset,5,-0.2476378514,-0.5173380929,34368,34368,-0.3762821684,34368,-0.2465490772,21185,13.3816922719,969.0585996794,14.0,630.0,xgboost,2017-06,0.8630433262,657478,146.0,2010.0,0.0021825825,4.012702933,3.4732963228,34368,34368,3.7554245854,34368,3.7153776491,21185,PEKAO,0.9477275285,0
0.1187522624,17.0,657478,0.0651261335,0.0799311916,52553,20,reset,5,-0.295837888,-0.5370881779,52553,52553,-0.4517496357,52553,-0.3319280593,34262,12.9159134588,682.3875490891,13.0,402.0,xgboost,2017-06,0.8123541776,657478,81.0,1491.0,0.0037674264,3.8076422381,3.3251381249,52553,52553,3.4958158283,52553,3.4308285855,34262,PEKAO,0.9200688084,0
0.1570211069,,656848,0.125353202,0.1551698414,101923,50,reset,0,-0.3207108752,-0.7593801262,101920,101923,-0.6055014283,101920,-0.8886029933,101923,30.0540996635,1046.2488764524,30.0,696.0,linear,2017-06,0.7097730373,656848,200.0,2116.0,0.0078526539,5.0977004924,4.2203589096,101920,101923,4.5281397926,101920,3.9618673218,101923,PEKAO,0.8448301586,0
0.1556524493,,656848,0.1283645531,0.1577457798,103615,50,reset,0,-0.3079135059,-0.7498256629,103612,103615,-0.6107058185,103612,-0.886704352,103615,29.9797423153,1026.6020738436,30.0,678.0,xgboost,2017-06,0.7081714491,656848,193.0,2087.0,0.0078115485,5.1787336493,4.2948791215,103612,103615,4.5731420089,103612,4.0210667605,103615,PEKAO,0.8422542202,0
