symbol,horizon_events,feature_set,model,fold,day,negative_control,n_test,ic,direction_accuracy,cost_coverage,mean_abs_markout_bps,mean_signed_markout_after_cost_bps
PEKAO,10,microprice,tree,8,2017-01-13,True,19922,-0.12798172482799106,0.47559322033898305,0.0,0.7460039644481214,
PEKAO,10,microprice,tree,9,2017-01-16,False,58110,0.2054769203224309,0.6427186396857754,0.030046463603510584,1.2838882230790947,0.06575615799327843
PEKAO,10,microprice,tree,9,2017-01-16,True,58110,-0.016887473715092118,0.5116094068512902,0.0,1.2838882230790947,
PEKAO,20,spread,linear,1,2017-01-03,False,40611,0.020989163129270964,0.5014902363823227,0.0,1.6979163618400055,
PEKAO,20,spread,linear,1,2017-01-03,True,40611,-0.020989163129270964,0.4983556012332991,0.0,1.6979163618400055,
PEKAO,20,spread,linear,2,2017-01-04,False,45475,-0.02944467642261205,0.5163294865205812,0.0,1.480256932063636,
PEKAO,20,spread,linear,2,2017-01-04,True,45475,0.02944467642261205,0.4998831939447741,0.0,1.480256932063636,
PEKAO,20,spread,linear,3,2017-01-05,False,20681,-0.0802234012925969,0.46578705124271247,0.0,1.262496846717636,
PEKAO,20,spread,linear,3,2017-01-05,True,20681,0.0802234012925969,0.5059834305001534,0.0,1.262496846717636,
PEKAO,20,spread,linear,4,2017-01-09,False,41999,-0.01515672689418781,0.48945926298719455,0.0,1.1913477456356454,
PEKAO,20,spread,linear,4,2017-01-09,True,41999,0.01515672689418781,0.47877872840127494,0.0,1.1913477456356454,
PEKAO,20,spread,linear,5,2017-01-10,False,32354,-0.017704668483631218,0.48020585906571656,0.0,1.3257777091374983,
PEKAO,20,spread,linear,5,2017-01-10,True,32354,0.017704668483631218,0.4947215624175244,0.0,1.3257777091374983,
